word;last_mentioned_on;part_of_speech;meanings
trepa;;substantivo feminino;[Antigo] Folho de vestido.
trepe;;;Trepe vem do verbo trepar. O mesmo que: eleve, ascenda, cresca, suba.
trepe;;;Subir a sitio ingreme e de dificil acesso. galgar, guindar-se. | [Popular] Ter relacao carnal com, copular.
trepo;;;Trepo vem do verbo trepar. O mesmo que: elevo, ascendo, cresco, subo.
trepo;;;Subir a sitio ingreme e de dificil acesso. galgar, guindar-se. | [Popular] Ter relacao carnal com, copular.
tresa;;;Tresa e o feminino de treso.
tresa;;;P us Que tem ma indole. manhoso.
treta;;substantivo feminino;Acao ardilosa feita com o objetivo de enganar, de iludir. artimanha: conseguiu o emprego na base da treta. | [Giria] Briga ou discussao agressiva: arrumei uma treta no colegio. | [Giria] Mentira ou excesso de falsidade: vivia contando tretas. | [Giria] Situacao muito complicada: peguei uma treta para resolver! | [Giria] Em que ha bagunca, confusao: aquela escola e uma treta! | [Esporte] Habilidade demonstrada num jogo de esgrima.
treta;;substantivo feminino plural;Discurso que busca enganar, iludir (usado no plural): o presidente so disse tretas e o povo acreditou.
treus;;;
treva;;substantivo feminino;Escuridao completa. | [Figurado] Ignorancia. (A palavra e geralmente usada no plural.).
treva;;substantivo feminino plural;Oficio das noites de quinta-feira ou sexta-feira santas. (Escreve-se com maiuscula.). | Reino das trevas, o inferno. | Principe das trevas, espirito das trevas, o demonio.
trevo;;substantivo masculino;Nome dado a diferentes especies de leguminosas que crescem espontaneamente nos campos, nos gramados e ao longo das estradas. | Diversos tipos de trevo sao utilizados como alimento para o gado. Os trevos dao flores brancas, purpureas ou rosa. Em geral, tem tres folhas, por vezes mais. As pessoas supersticiosas acreditam que o trevo de quatro folhas traz sorte, e os de cinco e seis trazem desgraca. Conhecem-se cerca de 300 especies de trevo.
treze;;numeral;Uma dezena e mais tres unidades. | Decimo terceiro: capitulo treze.
treze;;substantivo masculino;O numero treze: escrevam um treze no inicio. | O decimo terceiro dia do mes: 13 de abril.
trial;;;
tribo;;substantivo feminino;Sociedade humana rudimentarmente organizada. | [Antropologia] Grupo das pessoas que descendem do mesmo povo, partilham a mesma lingua, tem os mesmos costumes, tradicoes etc. | [Por Extensao] Divisao relativamente grande de uma familia. | [Figurado] Grupo de pessoas que partilha interesses, gostos, relacoes de amizade: ele me entende, e da minha tribo! | [Historia] Na Antiguidade, divisao do povo: o povo romano se dividia em tribos. | [Historia] As doze tribos do povo de Israel, as correspondentes a cada um dos descendentes de Jaco. | [Biologia] Classificacao sistematica e menor que a subfamilia. | [Matematica] Agrupamento de subconjuntos cujas operacoes (complementacao e uniao) sao fechadas.
trica;;substantivo feminino;Chicana, enredo, trapaca, intriga.
trick;;;
triga;;substantivo feminino;[Antigo]  Acao ou efeito de trigar. | Pressa. triganca.
triga;;substantivo feminino;[Antigo] Carro puxado por tres cavalos.
trigo;;substantivo masculino;Planta herbacea anual, da familia das gramineas, que produz o grao (cariopse) de que se extrai a farinha usada especialmente para o fabrico do pao: o trigo e o cereal por excelencia, a planta alimentar mais cultivada no mundo.
trilo;;substantivo masculino;Gorjeio, trinado. | O som do apito. | [Musica] Articulacao alternada e rapida de duas notas que distam entre si um tom ou um semitom.
trina;;;Trina vem do verbo trinar. O mesmo que: gorjeia, trila. | Trina vem do verbo trinir.
trina;;;Trilar, gorjear: trinam as aves os seus amores. | Ferir levemente as cordas de um instrumento musical. | Relinchar ou rinchar. nitrir. | Ato de rinchar. nitrido.
trino;;adjetivo;Que consta de tres. | Trinitario.
trios;;;Trios e o plural de trio. O mesmo que: ternos.
trios;;;Musica  Composicao para tres vozes ou instrumentos. | Conjunto de musicos que executam essa composicao. | Musica  Em musica instrumental, a parte central dos minuetos e dos scherzos, outrora composta para tres vozes.
tripa;;substantivo feminino;Nome dado aos intestinos, especialmente dos animais. | Estomago de diversos ruminantes, diferentemente preparados para a alimentacao humana. bucho: tripa a moda.
tripe;;substantivo masculino;[Antigo] Estofo confeccionado em veludo. | Nao confundir com: tripe.
troar;;verbo intransitivo;Trovejar: troa o ceu tremendo. | Estrondear: troam os foguetes e as bombardas. | Soar fortemente: troam os canhoes.
troba;;;
troca;;substantivo feminino;Acao ou efeito de trocar, de dar algo por outra coisa. | Substituicao de uma coisa ou pessoa por outra. | Transmissao de bens ou qualquer outra coisa (em comum acordo) entre seus respectivos proprietarios. permuta, escambo. | Com sentido compensatorio: dar algo em troca da sua amizade. | [Economia] Relativo as operacoes comerciais que envolvem dinheiro. | [Figurado] Em que ha compensacao, mudanca. alteracao.
troco;;substantivo masculino;Ato ou consequencia de trocar, de dar uma coisa e receber outra: troca. | Valor recebido pelo comprador por pagar mais que o valor da compra: pagou dez e recebeu cinco reais de troco pelo brinquedo. | Conjunto de moedas ou dinheiro de pouco valor: ele esta querendo um troco para guardar o carro.
troco;;expressao;Dar o troco. Ato de refutar, contestar uma agressao ou ofensa.
trofa;;;Trofa e uma palavra derivada de trofo.
troia;;feminino;Jogo antigo, simulando combate.
trole;;substantivo masculino;[Eletricidade] Dispositivo que assegura, por contato de rolamento ou de escorregamento, a ligacao eletrica entre um condutor aereo e um receptor movel: o trole e usado em bondes, trens etc. | [Brasil] Tablado de madeira montado em rodas, o qual os operarios da estrada de ferro impelem sobre os trilhos, com auxilio de varas. | [Brasil] Carruagem rustica que, antes do advento do automovel, se usava nas fazendas e cidades pequenas.
troll;;;
trono;;substantivo masculino;Solio que os reis ou soberanos ocupam nas cerimonias. | Poder ou autoridade do soberano.
trono;;substantivo masculino plural;Um dos nove coros dos anjos.
tropa;;substantivo feminino;Grupo de militares, de soldados: as tropas avancam rapidamente. | [Por Extensao] O exercito: dedicou sua vida a tropa: tropas do Brasil na Siria. | Conjunto de pessoas reunidas. multidao. | Conjunto de pessoas que realizam trabalhos bracais. | Caravana de animais de carga: tropa de burros. | Grande porcao de gado vacum em marcha.
tropa;;substantivo masculino;[Popular] Qualquer militar, soldado. praca.
tropo;;substantivo masculino;[Retorica] Emprego de uma palavra no sentido figurado, atribuindo-lhe uma significacao nao literal nem habitual, geralmente  transferindo o sentido de uma palavra para outra: a metafora e um tipo de tropo. | [Gramatica] Figura de linguagem em que se emprega uma palavra com um sentido diferente do habitual. | [Teatro] Dialogo breve que, fazendo parte da liturgia de uma missa, pode ser definido como umas das primeiras manifestacoes do teatro na Idade Media. | [Filosofia] Premissas gregas de natureza cetica, incredula, descrente, que visam provar ser impossivel e inutil a busca pela verdade (mais usado no plural: tropos). | [Musica] Na Grecia antiga, determinacao da altura absoluta de uma escala musical. tom. | [Musica] No canto gregoriano, ato de intercalar partes com melodia e textos ditos melodicamente.
trote;;substantivo masculino;Andadura natural das cavalgaduras, entre o passo ordinario e o galope. | Prova, brincadeira a que, nas escolas e universidades, os veteranos submetem os calouros. | Zombaria, intriga, gracejos feitos por mascarados durante o carnaval, ou, em qualquer dia, por pessoa que, pelo telefone, se faz passar por outra, ou nao diz seu nome.
trova;;substantivo feminino;Composicao poetica vulgar e ligeira. | Quadra popular, cantiga, loa.
truao;;substantivo masculino;Individuo que, sustentado pelos reis, era pago para os entreter com zombarias ou fazendo gracas. bobo da corte. | Aquele que vive fazendo gracas, zombarias e bobagens. tolo, bobo. | Pessoa que gosta de divertir outras pessoas. palhaco. | Pessoa que age com inconveniencia. idiota.
truco;;substantivo masculino;Certo jogo de cartas em que tomam parte quatro pessoas. truque.
truco;;adjetivo;[Brasil: SP] Diz-se de pessoa decidida, valente.
truco;;substantivo masculino e feminino;[Brasil: SP] Essa pessoa. | T. de mano: truco em que tomam parte apenas duas pessoas.
trufa;;substantivo feminino;Doce a base de chocolate, pulverizado com po de cacau. | [Botanica] Nome dado a uma especie de cogumelo subterraneo usado como alimento. | As trufas lembram nozes ou batatas, com 0,5cm a 10cm de diametro. Crescem em grupos. Os esporos em forma de tuberculos se desenvolvem no interior dos cogumelos. Acredita-se que as trufas ajudem as raizes das arvores a absorver as substancias quimicas do solo. As trufas crescem espontaneamente na Inglaterra, na Franca e em outros paises da Europa. Tem um sabor delicioso e sao usadas como condimento. Em geral, usam-se caes ou porcos, especialmente treinados, para localizar as trufas. Um porco pode farejar uma trufa a distancia de 5m, ou mais, partindo rapidamente para desenterra-la.
truta;;substantivo feminino;Nome comum dado a varios peixes, da familia dos salmonideos, do genero Salmo, cuja carne e muito consumida e tem grande valor comercial. | [Popular] Negocio feito na base da trapaca, da desonestidade. negociata. | [Popular] Dito desprovido de verdade. mentira, treta. | [Popular] Aquela que e atraente, que chama atencao pela sua beleza. | [Giria] Pessoa muito amiga. cara, parceiro. | [Giria] Parceiro em crimes ou companheiro de cela.
tuaca;;substantivo feminino;O mesmo que sagu.
tubas;;;Tubas vem do verbo tubar.
tubas;;;Pertencente ou relativo a tuba. | [Medicina] O mesmo que tubario. | (tuba+ar2).
tubos;;;Tubos e o plural de tubo. O mesmo que: canos, canudos.
tubos;;;Canal cilindrico, reto ou curvo, pelo qual passam fluidos, liquidos etc.. cano: tubos de agua. | Canal ou conduto natural: tubo digestivo. | [Botanica] Parte inferior e tuberosa dos calices gamossepalos ou das corolas gamopetalas.
tufao;;substantivo masculino;Furacao (ciclone) que ocorre nos mares orientais, geralmente, nos mares da China e/ou do oceano Indico, capaz de causar muitas devastacoes. | [Por Extensao] Vento excessivamente forte. vendaval.
tugir;;verbo intransitivo;Falar em voz baixa. dar sinal de si.
tugir;;verbo transitivo;Proferir, dizer. | Sem tugir nem mugir, nao dizer nada, estar calado.
tugue;;substantivo masculino;Membro de uma associacao religiosa de hindus que fazia sacrificios humanos, estrangulando os estrangeiros. | [Figurado] Homem cruel, sanguinario.
tuide;;;
tuite;;substantivo masculino;Publicacao feita no Twitter (tuiter), na rede social atraves da qual pessoas e organizacoes podem fazer publicacoes curtas, alem de publicar e tambem possivel seguir outras pessoas e organizacoes, para saber o que elas publicam.
tulha;;substantivo feminino;Montao de feno, de trigo etc., de forma geralmente conica, que e erguido nos campos.
tulia;;;Tulia e o feminino de tulio.
tulia;;;- Nome de famoso orador romano.
tulio;;;- Nome de famoso orador romano.
tumba;;substantivo feminino;Pedra, edificacao ou monumento, que tem o objetivo de marcar o local onde uma pessoa foi enterrada: a tumba do farao. | Construcao fechada que serve para abrigar o sarcofago, tumulo de pedra, que contem os restos mortais de alguem. | Sepultura. cova feita na terra para enterrar cadaveres.
tumba;;substantivo masculino e feminino;Pessoa que nao tem sorte no jogo. azarado.
tumba;;interjeicao;Reproducao do barulho de uma pancada.
tumba;;substantivo feminino;Jogos. Acao de preencher por completo as tres quinas de um cartao.
tumor;;substantivo masculino;[Medicina] Inchacao ou aumento anormal de tecido no corpo.  Os tumores tambem sao chamados neoplasmas. Alguns deles sao benignos: limitados a uma certa regiao, nao se espalham a outra parte do corpo. Quando se extirpa um tumor benigno, ele geralmente nao torna a desenvolver-se. Os tumores malignos (canceres) que nao sao totalmente extirpados podem espalhar-se pelo corpo, muitas vezes com destruicao de outros tecidos do organismo.
tunar;;verbo intransitivo;Andar a tuna, vadiar.
tunas;;;Tunas vem do verbo tunar. O mesmo que: vadias, vagabundeias, gandaias.
tunas;;;Andar a tuna, vadiar.
tunda;;substantivo feminino;Surra, sova, muita pancada. | [Figurado] Critica severa, descompostura.
tunel;;substantivo masculino;Galeria ou passagem subterranea. | Tunel aerodinamico, instalacao que produz uma corrente de ar e se destina a investigar a forca aerodinamica exercida sobre os corpos pela circulacao do ar. (Diz-se tambem tunel de vento.).
tunes;;;Tunes vem do verbo tunar. O mesmo que: vadies, vagabundeies, gandaies.
tunes;;;Andar a tuna, vadiar.
tunga;;substantivo feminino;[Entomologia]  Genero (Tunga) de insetos suctorios, a que pertence o bicho-de-pe (Tunga penetrans). | Variacao de bicho-de-pe.
tunga;;substantivo masculino;[Giria] O mesmo que otario.
tunis;;;
tupas;;;Tupas vem do verbo tupir.
tupas;;;[Portugal] Entupir. | Tapar os poros de.
tupis;;;Tupis vem do verbo tupir.
tupis;;;[Portugal] Entupir. | Tapar os poros de.
turba;;substantivo feminino;Grande massa de gente. excesso de pessoas aglomeradas num so lugar. multidao. | Grande numero de pessoas reunidas em movimento, normalmente em desordem ou com tendencia para agir violentamente. turbilhao. | [Pejorativo] Conjunto de pessoas economicamente desfavorecidas. populacho. | [Por Extensao] Reuniao de varios animais em desordem ou que tendem a criar tumulto. | Vozes reunidas em coro.
turbe;;substantivo feminino;Tumba ou mausoleu muculmano, em forma de cubo, coberto por uma cupula de pedras caiadas.
turbo;;apositivo;Superalimentado por um turbocompressor (diz-se de motor). | Equipado com tal motor (diz-se de veiculo).
turbo;;substantivo masculino;Veiculo equipado com um motor turbo.
turco;;substantivo masculino;Habitante ou natural da Turquia e da Asia central. | [Pejorativo] Designacao generica para se referir a alguem arabe. | [Popular] Vendedor ambulante. | [Linguistica] Idioma falado pelos turcos. turquesco. | [Linguistica] Conjunto de linguas e dialetos falados em alguns lugares da Asia, no Sul da Russia e da Bulgaria. turcomano.
turco;;adjetivo;Relativo a Turquia ou proprio do seu povo. | [Linguistica] Relativo a lingua falada pelos turcos.
turfa;;substantivo feminino;Mineralogia  Especie de hulha de formacao recente, de cor escura, leve, esponjosa, produzida por materias vegetais carbonizadas.
turma;;substantivo feminino;Grupo de trabalhadores que operam juntos sob a direcao de um chefe. | Grupo de pessoas que se revezam na execucao de servicos ou tarefas. | Cada um dos grupos de alunos em que se divide uma classe (ou serie) muito numerosa. | [Popular] Grupo de pessoas com interesses afins. gente, pessoal.
